id,file,algo,protocol,arch,opcode_count,nodes,edges,entropy
2085,sample_2085_mips.bin,RC4-ECB,SSH,mips,55,9,20,6.53
2086,sample_2086_riscv.bin,CAST-ECB,SSH,riscv,64,18,13,0.53
2087,sample_2087_x86.bin,3DES-CBC,WiFi,x86,145,17,25,7.97
2088,sample_2088_riscv.bin,ECDSA,Bluetooth,riscv,103,20,7,5.46
2089,sample_2089_x86.bin,Twofish-ECB,Bluetooth,x86,98,18,14,5.29
2090,sample_2090_avr.bin,SHA1,DTLS,avr,173,17,23,1.1
2091,sample_2091_mips.bin,ECDSA,WiFi,mips,150,19,12,5.11
2092,sample_2092_risc.bin,Twofish-ECB,SSH,risc,146,20,14,4.55
2093,sample_2093_mips.bin,CAST-ECB,DTLS,mips,91,12,25,7.75
2094,sample_2094_z80.bin,RC4-CBC,SSH,z80,136,8,12,0.49
2095,sample_2095_risc.bin,Twofish-ECB,SSH,risc,53,11,24,0.41
2096,sample_2096_arm.bin,ECDSA,SSH,arm,72,10,14,5.08
2097,sample_2097_mips.bin,GCM,DTLS,mips,135,7,14,6.58
2098,sample_2098_z80.bin,RC4-CBC,TLS,z80,101,20,12,0.67
2099,sample_2099_riscv.bin,AES-CBC,DTLS,riscv,73,11,21,2.94
2100,sample_2100_riscv.bin,3DES-ECB,TLS,riscv,123,15,6,5.86
2101,sample_2101_riscv.bin,CHACHA20,DTLS,riscv,151,13,12,1.69
2102,sample_2102_risc.bin,AES-ECB,WiFi,risc,54,13,20,1.06
2103,sample_2103_x86.bin,SHA1,SSH,x86,67,10,10,6.09
2104,sample_2104_risc.bin,CAST-ECB,TLS,risc,102,18,11,0.53
2105,sample_2105_riscv.bin,RSA,TLS,riscv,179,19,17,2.36
2106,sample_2106_riscv.bin,RSA,DTLS,riscv,128,11,21,4.38
2107,sample_2107_mips.bin,ECDHE,SSH,mips,134,19,10,1.52
2108,sample_2108_risc.bin,Twofish-CBC,SSH,risc,100,14,24,5.1
2109,sample_2109_mips.bin,AES-CBC,Bluetooth,mips,74,11,13,7.35
2110,sample_2110_mips.bin,IDEA-ECB,DTLS,mips,185,7,8,2.69
2111,sample_2111_riscv.bin,IDEA-ECB,Bluetooth,riscv,187,12,5,0.91
2112,sample_2112_risc.bin,GCM,Bluetooth,risc,168,5,5,0.72
2113,sample_2113_x86.bin,SHA256,DTLS,x86,142,14,13,1.21
2114,sample_2114_z80.bin,CHACHA20,SSH,z80,130,8,20,2.15
2115,sample_2115_z80.bin,SHA256,SSH,z80,90,5,21,2.02
2116,sample_2116_risc.bin,CAST-CBC,DTLS,risc,92,9,11,1.19
2117,sample_2117_risc.bin,Blowfish-CBC,Bluetooth,risc,188,10,24,7.85
2118,sample_2118_mips.bin,RC4-ECB,Bluetooth,mips,162,7,16,2.36
2119,sample_2119_avr.bin,RC4-CBC,WiFi,avr,143,18,14,2.43
2120,sample_2120_arm.bin,IDEA-CBC,Bluetooth,arm,187,10,23,6.81
2121,sample_2121_riscv.bin,CAST-ECB,DTLS,riscv,51,9,21,1.4
2122,sample_2122_avr.bin,SHA1,DTLS,avr,75,9,11,5.11
2123,sample_2123_avr.bin,3DES-CBC,Bluetooth,avr,58,15,22,0.05
2124,sample_2124_risc.bin,ECDSA,SSH,risc,94,13,20,2.9
2125,sample_2125_mips.bin,CAST-CBC,WiFi,mips,144,5,14,6.32
2126,sample_2126_avr.bin,AES-CBC,WiFi,avr,124,7,19,6.51
2127,sample_2127_arm.bin,ECDSA,WiFi,arm,162,11,24,5.62
2128,sample_2128_riscv.bin,ECDHE,SSH,riscv,75,9,10,0.85
2129,sample_2129_mips.bin,ECDHE,Bluetooth,mips,77,8,15,7.1
2130,sample_2130_avr.bin,AES-CBC,TLS,avr,72,10,22,2.29
2131,sample_2131_risc.bin,RC4-CBC,DTLS,risc,182,18,18,4.59
2132,sample_2132_riscv.bin,CAST-ECB,WiFi,riscv,148,20,5,3.23
2133,sample_2133_x86.bin,Blowfish-ECB,TLS,x86,146,9,10,3.42
2134,sample_2134_z80.bin,IDEA-CBC,TLS,z80,85,19,20,1.29
2135,sample_2135_x86.bin,CHACHA20,TLS,x86,108,6,9,3.05
2136,sample_2136_mips.bin,ECDHE,TLS,mips,151,7,20,1.54
2137,sample_2137_risc.bin,ECDSA,Bluetooth,risc,163,13,12,5.75
2138,sample_2138_x86.bin,CHACHA20,DTLS,x86,95,12,22,3.44
2139,sample_2139_x86.bin,ECDHE,DTLS,x86,50,14,11,2.3
2140,sample_2140_riscv.bin,3DES-ECB,DTLS,riscv,121,6,10,4.02
2141,sample_2141_x86.bin,RSA,DTLS,x86,82,16,20,0.16
2142,sample_2142_x86.bin,RSA,TLS,x86,139,10,25,4.14
2143,sample_2143_x86.bin,Twofish-CBC,DTLS,x86,183,18,22,1.29
2144,sample_2144_risc.bin,IDEA-CBC,Bluetooth,risc,109,9,22,6.6
2145,sample_2145_z80.bin,CHACHA20,Bluetooth,z80,108,16,11,1.16
2146,sample_2146_z80.bin,GCM,DTLS,z80,134,6,15,1.96
2147,sample_2147_mips.bin,CAST-ECB,Bluetooth,mips,148,14,12,3.51
2148,sample_2148_riscv.bin,ECDSA,WiFi,riscv,198,14,7,7.54
2149,sample_2149_arm.bin,SHA1,DTLS,arm,57,20,15,2.64
2150,sample_2150_risc.bin,Blowfish-CBC,WiFi,risc,86,15,11,6.86
2151,sample_2151_riscv.bin,CAST-ECB,WiFi,riscv,193,5,11,6.91
2152,sample_2152_mips.bin,DES-ECB,TLS,mips,175,7,12,6.75
2153,sample_2153_risc.bin,RC4-ECB,SSH,risc,86,7,21,2.49
2154,sample_2154_arm.bin,RC4-CBC,Bluetooth,arm,148,19,19,5.43
2155,sample_2155_x86.bin,SHA1,DTLS,x86,159,18,5,0.72
2156,sample_2156_mips.bin,DES-ECB,Bluetooth,mips,64,17,25,3.74
2157,sample_2157_arm.bin,SHA256,TLS,arm,152,14,19,4.24
2158,sample_2158_z80.bin,SHA1,TLS,z80,134,5,21,0.81
2159,sample_2159_avr.bin,CHACHA20,SSH,avr,170,11,24,5.07
2160,sample_2160_z80.bin,Twofish-ECB,WiFi,z80,84,8,7,1.92
2161,sample_2161_riscv.bin,RSA,DTLS,riscv,139,14,18,7.87
2162,sample_2162_z80.bin,AES-CBC,Bluetooth,z80,95,12,20,3.68
2163,sample_2163_riscv.bin,IDEA-ECB,TLS,riscv,54,10,14,5.77
2164,sample_2164_z80.bin,RSA,DTLS,z80,194,8,13,7.23
2165,sample_2165_arm.bin,SHA1,SSH,arm,136,10,5,5.78
2166,sample_2166_avr.bin,CAST-CBC,WiFi,avr,56,8,14,1.09
2167,sample_2167_arm.bin,3DES-ECB,WiFi,arm,146,14,8,6.91
2168,sample_2168_riscv.bin,DES-CBC,SSH,riscv,54,19,17,0.6
2169,sample_2169_mips.bin,Twofish-ECB,DTLS,mips,81,6,20,2.66
2170,sample_2170_riscv.bin,3DES-CBC,SSH,riscv,167,11,10,2.35
2171,sample_2171_riscv.bin,GCM,WiFi,riscv,137,13,21,0.31
2172,sample_2172_mips.bin,GCM,Bluetooth,mips,55,12,18,4.94
2173,sample_2173_arm.bin,DES-CBC,SSH,arm,195,15,12,2.92
2174,sample_2174_x86.bin,CAST-ECB,Bluetooth,x86,51,9,18,4.76
2175,sample_2175_x86.bin,GCM,WiFi,x86,155,10,22,4.71
2176,sample_2176_mips.bin,Twofish-ECB,TLS,mips,137,5,8,1.11
2177,sample_2177_x86.bin,RC4-CBC,TLS,x86,153,11,5,3.72
2178,sample_2178_arm.bin,CAST-CBC,TLS,arm,158,16,24,6.0
2179,sample_2179_z80.bin,DES-ECB,TLS,z80,137,13,8,3.46
2180,sample_2180_mips.bin,Twofish-CBC,TLS,mips,133,6,19,5.41
2181,sample_2181_arm.bin,CHACHA20,SSH,arm,180,15,17,2.37
2182,sample_2182_avr.bin,HMAC,Bluetooth,avr,182,20,12,0.84
2183,sample_2183_avr.bin,CAST-ECB,SSH,avr,118,13,13,7.2
2184,sample_2184_z80.bin,Blowfish-CBC,DTLS,z80,102,6,17,6.64
2185,sample_2185_x86.bin,RC4-CBC,SSH,x86,100,18,8,2.8
2186,sample_2186_x86.bin,Blowfish-CBC,WiFi,x86,193,16,19,5.29
2187,sample_2187_riscv.bin,HMAC,DTLS,riscv,181,11,21,1.75
2188,sample_2188_z80.bin,CAST-ECB,SSH,z80,91,17,9,1.45
2189,sample_2189_x86.bin,CHACHA20,Bluetooth,x86,109,5,10,3.32
2190,sample_2190_risc.bin,Twofish-CBC,DTLS,risc,105,8,15,7.93
2191,sample_2191_z80.bin,IDEA-ECB,TLS,z80,200,10,20,0.87
2192,sample_2192_riscv.bin,AES-ECB,SSH,riscv,167,16,12,5.46
2193,sample_2193_riscv.bin,3DES-ECB,WiFi,riscv,195,7,25,4.25
2194,sample_2194_mips.bin,3DES-ECB,WiFi,mips,109,19,5,5.24
2195,sample_2195_risc.bin,AES-CBC,Bluetooth,risc,154,5,15,5.55
2196,sample_2196_arm.bin,3DES-CBC,TLS,arm,91,11,21,1.98
2197,sample_2197_riscv.bin,CAST-ECB,SSH,riscv,168,15,11,7.26
2198,sample_2198_mips.bin,GCM,DTLS,mips,122,6,23,7.84
2199,sample_2199_z80.bin,IDEA-ECB,TLS,z80,89,13,22,4.19
2200,sample_2200_riscv.bin,AES-ECB,SSH,riscv,157,12,15,6.98
2201,sample_2201_avr.bin,CAST-ECB,Bluetooth,avr,113,20,19,7.83
2202,sample_2202_x86.bin,DES-ECB,TLS,x86,180,9,5,1.71
2203,sample_2203_z80.bin,Twofish-ECB,DTLS,z80,81,5,15,1.04
2204,sample_2204_mips.bin,DES-ECB,WiFi,mips,95,8,16,5.97
2205,sample_2205_avr.bin,SHA1,SSH,avr,138,9,21,6.18
2206,sample_2206_x86.bin,DES-CBC,Bluetooth,x86,97,20,7,5.27
2207,sample_2207_risc.bin,RC4-ECB,WiFi,risc,199,17,17,6.03
2208,sample_2208_x86.bin,Twofish-ECB,SSH,x86,85,16,19,4.58
2209,sample_2209_z80.bin,Blowfish-CBC,WiFi,z80,77,13,25,1.27
2210,sample_2210_arm.bin,HMAC,WiFi,arm,83,12,25,3.63
2211,sample_2211_mips.bin,AES-CBC,SSH,mips,175,6,19,1.55
2212,sample_2212_riscv.bin,Twofish-ECB,TLS,riscv,86,12,9,4.03
2213,sample_2213_avr.bin,Blowfish-ECB,TLS,avr,173,13,25,2.41
2214,sample_2214_x86.bin,Twofish-CBC,SSH,x86,158,13,7,5.16
2215,sample_2215_z80.bin,Blowfish-CBC,TLS,z80,77,11,24,5.66
2216,sample_2216_riscv.bin,ECDSA,Bluetooth,riscv,175,14,12,2.41
2217,sample_2217_avr.bin,RSA,Bluetooth,avr,114,20,16,2.82
2218,sample_2218_z80.bin,Twofish-CBC,WiFi,z80,59,8,11,4.91
2219,sample_2219_x86.bin,3DES-CBC,Bluetooth,x86,84,18,5,7.06
2220,sample_2220_riscv.bin,AES-CBC,TLS,riscv,140,9,9,1.93
2221,sample_2221_x86.bin,CHACHA20,WiFi,x86,84,10,14,0.98
2222,sample_2222_risc.bin,ECDHE,Bluetooth,risc,110,6,20,1.55
2223,sample_2223_risc.bin,IDEA-CBC,DTLS,risc,58,17,13,7.66
2224,sample_2224_x86.bin,RSA,WiFi,x86,187,7,14,3.76
2225,sample_2225_mips.bin,RC4-ECB,SSH,mips,114,17,25,3.96
2226,sample_2226_mips.bin,CAST-ECB,SSH,mips,187,14,20,0.87
2227,sample_2227_riscv.bin,CAST-CBC,WiFi,riscv,163,11,13,2.0
2228,sample_2228_mips.bin,3DES-ECB,DTLS,mips,156,9,14,0.91
2229,sample_2229_z80.bin,CAST-CBC,TLS,z80,190,20,20,3.49
2230,sample_2230_mips.bin,CAST-ECB,TLS,mips,200,19,11,5.23
2231,sample_2231_riscv.bin,DES-CBC,Bluetooth,riscv,188,16,19,4.65
2232,sample_2232_risc.bin,IDEA-CBC,DTLS,risc,189,20,14,1.38
2233,sample_2233_arm.bin,GCM,TLS,arm,115,5,21,6.92
2234,sample_2234_x86.bin,IDEA-ECB,WiFi,x86,105,18,6,3.18
2235,sample_2235_riscv.bin,ECDHE,Bluetooth,riscv,84,17,10,1.06
2236,sample_2236_mips.bin,AES-CBC,TLS,mips,131,18,7,3.78
2237,sample_2237_z80.bin,HMAC,Bluetooth,z80,175,14,21,6.04
2238,sample_2238_x86.bin,DES-CBC,SSH,x86,148,18,9,1.45
2239,sample_2239_riscv.bin,RC4-ECB,SSH,riscv,106,9,9,7.83
2240,sample_2240_avr.bin,Blowfish-CBC,SSH,avr,185,6,10,0.4
2241,sample_2241_mips.bin,RC4-CBC,SSH,mips,134,18,14,4.85
2242,sample_2242_avr.bin,3DES-ECB,TLS,avr,159,16,9,7.59
2243,sample_2243_z80.bin,DES-ECB,Bluetooth,z80,180,15,12,1.34
2244,sample_2244_z80.bin,SHA256,DTLS,z80,156,14,21,3.03
2245,sample_2245_mips.bin,CHACHA20,SSH,mips,85,6,7,3.69
2246,sample_2246_arm.bin,ECDSA,TLS,arm,107,7,24,0.28
2247,sample_2247_mips.bin,IDEA-ECB,WiFi,mips,76,19,18,6.5
2248,sample_2248_riscv.bin,CAST-ECB,Bluetooth,riscv,74,6,7,3.06
2249,sample_2249_avr.bin,DES-CBC,TLS,avr,175,11,10,4.33
2250,sample_2250_risc.bin,3DES-ECB,DTLS,risc,130,10,13,4.51
2251,sample_2251_x86.bin,DES-ECB,DTLS,x86,116,17,21,1.84
2252,sample_2252_z80.bin,SHA256,Bluetooth,z80,149,12,21,2.81
2253,sample_2253_risc.bin,SHA256,Bluetooth,risc,166,7,20,1.87
2254,sample_2254_x86.bin,DES-ECB,Bluetooth,x86,124,8,8,5.66
2255,sample_2255_mips.bin,AES-ECB,TLS,mips,104,9,13,2.3
2256,sample_2256_mips.bin,3DES-CBC,WiFi,mips,80,19,17,6.85
2257,sample_2257_mips.bin,RC4-CBC,Bluetooth,mips,196,19,7,5.05
2258,sample_2258_risc.bin,Twofish-CBC,TLS,risc,94,9,14,6.15
2259,sample_2259_x86.bin,ECDHE,WiFi,x86,177,19,25,4.27
2260,sample_2260_avr.bin,RC4-CBC,DTLS,avr,87,6,25,1.86
2261,sample_2261_avr.bin,CAST-ECB,SSH,avr,60,9,25,0.79
2262,sample_2262_z80.bin,SHA1,WiFi,z80,60,15,13,7.78
2263,sample_2263_x86.bin,Blowfish-CBC,SSH,x86,164,9,13,1.65
2264,sample_2264_x86.bin,SHA1,SSH,x86,150,7,23,1.25
2265,sample_2265_x86.bin,AES-ECB,SSH,x86,70,18,17,7.59
2266,sample_2266_x86.bin,AES-ECB,TLS,x86,169,7,22,5.24
2267,sample_2267_z80.bin,3DES-CBC,TLS,z80,102,13,21,5.21
2268,sample_2268_x86.bin,Blowfish-ECB,TLS,x86,193,11,20,6.27
2269,sample_2269_mips.bin,DES-ECB,WiFi,mips,79,6,24,0.52
2270,sample_2270_z80.bin,RC4-CBC,SSH,z80,83,14,5,1.36
2271,sample_2271_x86.bin,SHA256,WiFi,x86,184,19,6,2.83
2272,sample_2272_mips.bin,Twofish-ECB,WiFi,mips,80,16,10,1.51
2273,sample_2273_arm.bin,RSA,WiFi,arm,93,14,21,0.79
2274,sample_2274_z80.bin,HMAC,SSH,z80,181,15,16,6.95
2275,sample_2275_riscv.bin,GCM,SSH,riscv,190,18,25,4.98
2276,sample_2276_z80.bin,3DES-CBC,SSH,z80,195,9,23,1.41
2277,sample_2277_x86.bin,AES-CBC,SSH,x86,158,6,22,0.55
2278,sample_2278_x86.bin,SHA256,WiFi,x86,85,17,7,4.41
2279,sample_2279_risc.bin,Twofish-CBC,TLS,risc,69,14,22,5.61
2280,sample_2280_avr.bin,CAST-CBC,Bluetooth,avr,54,12,22,0.41
2281,sample_2281_risc.bin,Twofish-ECB,DTLS,risc,162,12,13,7.65
2282,sample_2282_avr.bin,CHACHA20,DTLS,avr,60,6,22,2.75
2283,sample_2283_risc.bin,ECDSA,TLS,risc,145,16,13,0.27
2284,sample_2284_risc.bin,DES-CBC,DTLS,risc,120,15,10,1.7
2285,sample_2285_z80.bin,RC4-ECB,Bluetooth,z80,109,14,25,0.26
2286,sample_2286_risc.bin,GCM,Bluetooth,risc,146,16,13,6.98
2287,sample_2287_x86.bin,ECDHE,SSH,x86,85,18,20,4.57
2288,sample_2288_riscv.bin,3DES-CBC,WiFi,riscv,144,6,5,7.02
2289,sample_2289_arm.bin,CAST-CBC,SSH,arm,69,12,18,4.01
2290,sample_2290_avr.bin,Twofish-ECB,DTLS,avr,59,10,7,2.05
2291,sample_2291_z80.bin,Blowfish-CBC,SSH,z80,61,9,10,0.78
2292,sample_2292_riscv.bin,HMAC,TLS,riscv,146,6,24,5.88
2293,sample_2293_risc.bin,Blowfish-CBC,SSH,risc,174,7,10,4.88
2294,sample_2294_arm.bin,GCM,Bluetooth,arm,101,6,13,6.59
2295,sample_2295_risc.bin,GCM,SSH,risc,50,7,13,1.83
2296,sample_2296_x86.bin,SHA1,SSH,x86,173,17,23,6.15
2297,sample_2297_avr.bin,Blowfish-CBC,WiFi,avr,94,17,15,5.47
2298,sample_2298_avr.bin,DES-CBC,TLS,avr,186,8,14,4.47
2299,sample_2299_mips.bin,DES-CBC,TLS,mips,125,7,7,6.74
2300,sample_2300_avr.bin,IDEA-CBC,Bluetooth,avr,79,13,19,0.1
2301,sample_2301_mips.bin,SHA256,Bluetooth,mips,129,13,22,0.56
2302,sample_2302_mips.bin,RC4-CBC,TLS,mips,173,6,19,3.0
2303,sample_2303_x86.bin,AES-ECB,WiFi,x86,103,18,19,6.94
2304,sample_2304_arm.bin,Blowfish-ECB,Bluetooth,arm,163,5,16,2.51
2305,sample_2305_risc.bin,SHA256,Bluetooth,risc,85,7,8,5.4
2306,sample_2306_avr.bin,CAST-CBC,WiFi,avr,114,6,21,7.87
2307,sample_2307_avr.bin,CHACHA20,Bluetooth,avr,157,8,21,2.05
2308,sample_2308_mips.bin,GCM,DTLS,mips,96,15,17,4.87
2309,sample_2309_mips.bin,RC4-CBC,WiFi,mips,83,7,13,6.65
2310,sample_2310_riscv.bin,AES-CBC,Bluetooth,riscv,89,10,19,5.06
2311,sample_2311_arm.bin,ECDSA,Bluetooth,arm,195,17,23,2.4
2312,sample_2312_riscv.bin,3DES-ECB,Bluetooth,riscv,105,15,5,7.03
2313,sample_2313_avr.bin,SHA256,DTLS,avr,172,13,25,5.99
2314,sample_2314_arm.bin,IDEA-ECB,SSH,arm,161,17,9,4.33
2315,sample_2315_mips.bin,Twofish-CBC,Bluetooth,mips,100,20,22,4.3
2316,sample_2316_riscv.bin,RC4-ECB,DTLS,riscv,147,12,25,3.57
2317,sample_2317_mips.bin,CAST-CBC,WiFi,mips,59,18,10,7.64
2318,sample_2318_x86.bin,Blowfish-ECB,Bluetooth,x86,152,13,18,4.16
2319,sample_2319_x86.bin,AES-ECB,Bluetooth,x86,180,19,21,0.87
2320,sample_2320_x86.bin,SHA1,TLS,x86,57,7,17,6.65
2321,sample_2321_avr.bin,AES-ECB,DTLS,avr,161,5,25,4.32
2322,sample_2322_mips.bin,GCM,DTLS,mips,121,10,10,0.58
2323,sample_2323_x86.bin,AES-ECB,Bluetooth,x86,138,8,11,1.65
2324,sample_2324_avr.bin,DES-ECB,Bluetooth,avr,68,10,9,5.16
2325,sample_2325_riscv.bin,RSA,SSH,riscv,81,8,12,6.93
2326,sample_2326_arm.bin,RC4-ECB,DTLS,arm,76,7,7,4.11
2327,sample_2327_mips.bin,Twofish-CBC,DTLS,mips,114,13,24,2.39
2328,sample_2328_avr.bin,3DES-CBC,Bluetooth,avr,151,12,22,5.87
2329,sample_2329_z80.bin,SHA1,Bluetooth,z80,165,11,21,7.19
2330,sample_2330_risc.bin,HMAC,TLS,risc,142,13,8,5.08
2331,sample_2331_arm.bin,Blowfish-CBC,Bluetooth,arm,177,6,7,0.35
2332,sample_2332_z80.bin,3DES-ECB,TLS,z80,65,9,11,2.04
2333,sample_2333_riscv.bin,CAST-CBC,SSH,riscv,100,17,15,0.28
2334,sample_2334_risc.bin,ECDSA,WiFi,risc,165,20,14,1.05
2335,sample_2335_x86.bin,Twofish-CBC,WiFi,x86,142,5,25,6.14
2336,sample_2336_mips.bin,SHA1,DTLS,mips,160,12,21,7.92
2337,sample_2337_risc.bin,SHA1,TLS,risc,113,9,12,2.55
2338,sample_2338_risc.bin,3DES-ECB,DTLS,risc,127,8,20,1.75
2339,sample_2339_mips.bin,RC4-ECB,TLS,mips,189,16,12,3.37
2340,sample_2340_avr.bin,CAST-ECB,Bluetooth,avr,93,17,12,6.06
2341,sample_2341_x86.bin,ECDSA,WiFi,x86,110,18,21,6.39
2342,sample_2342_z80.bin,Twofish-ECB,SSH,z80,69,16,5,6.17
2343,sample_2343_mips.bin,GCM,WiFi,mips,174,7,24,4.42
2344,sample_2344_mips.bin,IDEA-ECB,TLS,mips,166,9,8,6.27
2345,sample_2345_z80.bin,IDEA-CBC,SSH,z80,191,16,15,2.63
2346,sample_2346_riscv.bin,ECDSA,DTLS,riscv,76,14,20,7.48
2347,sample_2347_avr.bin,CAST-ECB,TLS,avr,71,10,15,0.37
2348,sample_2348_z80.bin,RC4-ECB,TLS,z80,85,16,22,7.98
2349,sample_2349_risc.bin,SHA256,TLS,risc,171,13,15,6.39
2350,sample_2350_riscv.bin,CHACHA20,SSH,riscv,139,14,7,0.0
2351,sample_2351_riscv.bin,Blowfish-ECB,Bluetooth,riscv,88,12,23,2.85
2352,sample_2352_mips.bin,CAST-ECB,WiFi,mips,186,20,6,5.72
2353,sample_2353_risc.bin,SHA1,DTLS,risc,117,7,6,3.79
2354,sample_2354_risc.bin,RSA,DTLS,risc,75,20,17,2.16
2355,sample_2355_arm.bin,CAST-ECB,SSH,arm,104,14,8,1.71
2356,sample_2356_avr.bin,HMAC,WiFi,avr,172,6,16,0.66
2357,sample_2357_z80.bin,RC4-ECB,DTLS,z80,140,5,12,2.83
2358,sample_2358_riscv.bin,3DES-ECB,SSH,riscv,79,9,13,0.54
2359,sample_2359_risc.bin,HMAC,Bluetooth,risc,135,19,23,6.44
2360,sample_2360_avr.bin,AES-ECB,Bluetooth,avr,97,18,24,2.35
2361,sample_2361_risc.bin,RSA,Bluetooth,risc,173,16,19,3.36
2362,sample_2362_riscv.bin,IDEA-ECB,SSH,riscv,65,13,7,2.84
2363,sample_2363_x86.bin,CHACHA20,WiFi,x86,52,12,24,0.36
2364,sample_2364_riscv.bin,AES-ECB,SSH,riscv,168,6,11,1.89
2365,sample_2365_arm.bin,3DES-ECB,DTLS,arm,126,8,25,0.45
2366,sample_2366_risc.bin,3DES-CBC,TLS,risc,181,5,7,7.87
2367,sample_2367_risc.bin,Blowfish-ECB,Bluetooth,risc,59,16,6,2.19
2368,sample_2368_arm.bin,3DES-CBC,WiFi,arm,70,8,18,7.39
2369,sample_2369_mips.bin,ECDSA,WiFi,mips,61,6,15,6.67
2370,sample_2370_avr.bin,RC4-CBC,Bluetooth,avr,175,15,20,1.33
2371,sample_2371_riscv.bin,ECDHE,WiFi,riscv,191,17,8,7.45
2372,sample_2372_arm.bin,RC4-CBC,TLS,arm,197,19,21,3.48
2373,sample_2373_arm.bin,RSA,Bluetooth,arm,55,18,25,7.64
2374,sample_2374_mips.bin,AES-ECB,WiFi,mips,137,11,19,7.8
2375,sample_2375_x86.bin,CAST-ECB,WiFi,x86,89,6,16,2.48
2376,sample_2376_riscv.bin,Twofish-ECB,Bluetooth,riscv,152,13,23,4.95
2377,sample_2377_avr.bin,ECDSA,WiFi,avr,61,13,18,0.51
2378,sample_2378_arm.bin,DES-ECB,Bluetooth,arm,76,14,8,3.38
2379,sample_2379_avr.bin,IDEA-CBC,TLS,avr,79,10,24,4.31
2380,sample_2380_z80.bin,Twofish-ECB,DTLS,z80,157,6,14,5.45
2381,sample_2381_mips.bin,IDEA-ECB,TLS,mips,188,8,5,2.05
2382,sample_2382_riscv.bin,IDEA-ECB,TLS,riscv,126,9,12,1.47
2383,sample_2383_arm.bin,HMAC,TLS,arm,75,11,18,6.06
2384,sample_2384_mips.bin,3DES-CBC,TLS,mips,188,11,24,3.02
2385,sample_2385_z80.bin,GCM,WiFi,z80,118,9,7,3.91
2386,sample_2386_avr.bin,IDEA-CBC,TLS,avr,138,14,23,5.57
2387,sample_2387_riscv.bin,CAST-CBC,TLS,riscv,103,8,10,5.17
2388,sample_2388_z80.bin,RC4-CBC,WiFi,z80,103,17,17,5.91
2389,sample_2389_riscv.bin,ECDHE,WiFi,riscv,168,19,12,3.59
2390,sample_2390_z80.bin,Twofish-CBC,TLS,z80,200,9,16,1.85
2391,sample_2391_avr.bin,SHA256,WiFi,avr,117,7,25,5.59
2392,sample_2392_mips.bin,IDEA-ECB,WiFi,mips,193,16,5,1.67
2393,sample_2393_avr.bin,SHA256,WiFi,avr,84,10,9,5.75
2394,sample_2394_riscv.bin,HMAC,DTLS,riscv,138,9,25,6.41
2395,sample_2395_mips.bin,DES-ECB,SSH,mips,105,10,13,3.57
2396,sample_2396_avr.bin,SHA256,DTLS,avr,189,15,23,4.21
2397,sample_2397_riscv.bin,AES-CBC,WiFi,riscv,160,15,16,3.9
2398,sample_2398_arm.bin,DES-CBC,DTLS,arm,135,20,18,0.1
2399,sample_2399_x86.bin,SHA256,TLS,x86,129,15,11,5.27
2400,sample_2400_arm.bin,3DES-ECB,TLS,arm,139,8,13,2.54
2401,sample_2401_arm.bin,Twofish-CBC,SSH,arm,100,18,18,1.65
2402,sample_2402_risc.bin,ECDSA,WiFi,risc,191,20,15,2.72
2403,sample_2403_risc.bin,RSA,WiFi,risc,96,15,22,4.98
2404,sample_2404_risc.bin,DES-CBC,Bluetooth,risc,61,5,5,7.04
2405,sample_2405_mips.bin,3DES-CBC,WiFi,mips,182,6,8,3.71
2406,sample_2406_mips.bin,Twofish-ECB,DTLS,mips,96,6,15,3.91
2407,sample_2407_x86.bin,SHA256,Bluetooth,x86,96,9,18,6.1
2408,sample_2408_z80.bin,AES-ECB,Bluetooth,z80,54,10,11,3.06
2409,sample_2409_riscv.bin,RC4-CBC,WiFi,riscv,126,7,8,7.18
2410,sample_2410_avr.bin,DES-ECB,SSH,avr,199,20,15,1.58
2411,sample_2411_riscv.bin,ECDHE,SSH,riscv,85,15,21,2.07
2412,sample_2412_z80.bin,AES-ECB,SSH,z80,55,11,19,3.34
2413,sample_2413_risc.bin,GCM,TLS,risc,135,17,17,4.57
2414,sample_2414_x86.bin,CHACHA20,TLS,x86,73,8,7,7.57
2415,sample_2415_z80.bin,IDEA-CBC,SSH,z80,74,18,10,4.72
2416,sample_2416_arm.bin,RC4-CBC,DTLS,arm,108,16,16,4.28
2417,sample_2417_x86.bin,GCM,WiFi,x86,146,14,23,2.35
2418,sample_2418_avr.bin,GCM,DTLS,avr,66,12,8,5.65
2419,sample_2419_risc.bin,RSA,TLS,risc,118,11,9,3.41
2420,sample_2420_z80.bin,ECDHE,Bluetooth,z80,92,20,5,6.0
2421,sample_2421_risc.bin,ECDHE,TLS,risc,73,20,22,0.22
2422,sample_2422_x86.bin,Twofish-CBC,WiFi,x86,129,9,17,2.28
2423,sample_2423_avr.bin,Twofish-CBC,TLS,avr,109,5,15,1.34
2424,sample_2424_risc.bin,RSA,WiFi,risc,181,5,21,6.63
2425,sample_2425_risc.bin,ECDHE,Bluetooth,risc,105,11,6,6.58
2426,sample_2426_risc.bin,CHACHA20,TLS,risc,85,15,16,2.2
2427,sample_2427_risc.bin,AES-CBC,TLS,risc,123,18,5,5.07
2428,sample_2428_mips.bin,CAST-ECB,TLS,mips,145,12,9,6.96
2429,sample_2429_mips.bin,RC4-CBC,Bluetooth,mips,195,7,21,1.76
