sample_id,filename,architecture,primitives,crypto_protocols,length_bytes
s1853,s1853.hex,arm64,"ChaCha20,ECDHE,ECDSA,GCM","DTLS,IPSec,WPA2",4160
s1854,s1854.hex,arm,"ChaCha20,ECDHE,SHA1,SHA256",Bluetooth_LE,8253
s1855,s1855.hex,arm,"RSA,SHA256","Bluetooth_CLASSIC,DTLS,IPSec",4157
s1856,s1856.hex,mips,"ECDHE,GCM,HMAC,SHA1","TLS1.3,WPA2",2102
s1857,s1857.hex,mips,"AES,ECDSA,GCM","Bluetooth_LE,TLS1.2",2104
s1858,s1858.hex,arm,"ChaCha20,GCM","Bluetooth_LE,IPSec,TLS1.2",4156
s1859,s1859.hex,arm,"ChaCha20,RSA,SHA1","Bluetooth_LE,DTLS,TLS1.3",576
s1860,s1860.hex,powerpc,"AES,ChaCha20,RSA",TLS1.3,4145
s1861,s1861.hex,x86,"AES,ChaCha20,RSA,SHA256",WPA2,562
s1862,s1862.hex,arm,"ECDHE,GCM,SHA1","SSH,TLS1.2,TLS1.3",4150
s1863,s1863.hex,mips,"AES,ChaCha20,ECDHE,SHA256",WPA3,309
s1864,s1864.hex,mips,"AES,ECDSA,GCM,SHA256","SSH,TLS1.3,WPA2",8251
s1865,s1865.hex,arm,"AES,GCM,RSA,SHA256","IPSec,WPA2",307
s1866,s1866.hex,mips,"ECDSA,RSA,SHA1",SSH,553
s1867,s1867.hex,x86,"AES,GCM,HMAC,SHA1","Bluetooth_LE,DTLS,TLS1.3",576
s1868,s1868.hex,arm,"AES,HMAC,RSA",DTLS,8231
s1869,s1869.hex,x86,"ECDSA,GCM,RSA",TLS1.2,2090
s1870,s1870.hex,powerpc,"AES,ECDHE,GCM,SHA256","Bluetooth_CLASSIC,DTLS",325
s1871,s1871.hex,x86_64,"ChaCha20,ECDHE,HMAC,RSA","Bluetooth_CLASSIC,TLS1.3,WPA3",2126
s1872,s1872.hex,arm,"RSA,SHA1,SHA256","IPSec,SSH",559
s1873,s1873.hex,arm64,"ECDHE,ECDSA",TLS1.2,298
s1874,s1874.hex,arm,"AES,RSA,SHA256","Bluetooth_CLASSIC,WPA2,WPA3",2112
s1875,s1875.hex,arm,"ECDHE,RSA,SHA1,SHA256","IPSec,WPA2",2102
s1876,s1876.hex,x86_64,"ECDHE,ECDSA,GCM","TLS1.2,WPA2",8244
s1877,s1877.hex,x86_64,"ECDSA,RSA","TLS1.3,WPA2",2094
s1878,s1878.hex,x86_64,"ChaCha20,HMAC,SHA256","Bluetooth_LE,DTLS,SSH",579
s1879,s1879.hex,powerpc,"ECDSA,GCM,SHA1",SSH,556
s1880,s1880.hex,arm,"AES,GCM,HMAC","Bluetooth_LE,WPA2",2100
s1881,s1881.hex,powerpc,"ECDSA,GCM,RSA,SHA256",TLS1.3,309
s1882,s1882.hex,x86,"ECDSA,HMAC,SHA256","TLS1.3,WPA3",307
s1883,s1883.hex,powerpc,"ChaCha20,GCM,HMAC","Bluetooth_LE,TLS1.2",8255
s1884,s1884.hex,arm,"ECDHE,SHA256","IPSec,TLS1.3,WPA3",564
s1885,s1885.hex,powerpc,"ChaCha20,HMAC",WPA2,2092
s1886,s1886.hex,arm64,"ECDHE,HMAC,SHA1","DTLS,IPSec",2098
s1887,s1887.hex,mips,"AES,HMAC,RSA,SHA256",SSH,302
s1888,s1888.hex,x86,"ECDSA,HMAC,SHA1",IPSec,4139
s1889,s1889.hex,mips,"GCM,SHA1","Bluetooth_CLASSIC,TLS1.3,WPA2",4157
s1890,s1890.hex,arm,"ChaCha20,ECDSA,HMAC","IPSec,SSH",2099
s1891,s1891.hex,powerpc,"AES,ECDHE,ECDSA,HMAC",TLS1.2,309
s1892,s1892.hex,arm64,"HMAC,SHA1","Bluetooth_CLASSIC,SSH,TLS1.2",8254
s1893,s1893.hex,x86_64,"ChaCha20,ECDSA,GCM",WPA2,560
s1894,s1894.hex,arm64,"ECDSA,RSA,SHA256","DTLS,IPSec",563
s1895,s1895.hex,powerpc,"ChaCha20,GCM,HMAC","Bluetooth_LE,TLS1.3",8255
s1896,s1896.hex,x86_64,"ChaCha20,ECDHE,RSA,SHA1",IPSec,2102
s1897,s1897.hex,x86_64,"AES,ChaCha20,RSA","TLS1.3,WPA3",4149
s1898,s1898.hex,x86,"ECDHE,HMAC,SHA1","TLS1.3,WPA3",4145
s1899,s1899.hex,x86_64,"AES,ChaCha20","TLS1.2,TLS1.3",563
s1900,s1900.hex,arm,"ECDHE,RSA,SHA1,SHA256","Bluetooth_CLASSIC,TLS1.2",2116
s1901,s1901.hex,arm64,"ChaCha20,ECDHE,ECDSA,SHA1",DTLS,566
s1902,s1902.hex,arm,"AES,ECDSA",IPSec,4133
s1903,s1903.hex,x86_64,"AES,ECDSA,RSA",WPA3,2091
s1904,s1904.hex,mips,"ECDHE,HMAC,RSA","Bluetooth_LE,IPSec,TLS1.3",2111
s1905,s1905.hex,x86_64,"ChaCha20,ECDSA,GCM","SSH,TLS1.2",8246
s1906,s1906.hex,powerpc,"ChaCha20,ECDHE","TLS1.3,WPA2,WPA3",569
s1907,s1907.hex,x86,"ChaCha20,ECDSA,GCM,SHA256",SSH,2099
s1908,s1908.hex,x86_64,"GCM,SHA1","SSH,TLS1.3,WPA2",561
s1909,s1909.hex,arm64,"GCM,HMAC,RSA","TLS1.2,TLS1.3,WPA3",4151
s1910,s1910.hex,powerpc,"AES,ECDSA,HMAC,RSA","TLS1.3,WPA3",568
s1911,s1911.hex,x86_64,"HMAC,SHA1","DTLS,TLS1.2",2094
s1912,s1912.hex,arm64,"AES,ECDHE,GCM,SHA256","Bluetooth_LE,DTLS,SSH",2114
s1913,s1913.hex,arm,"ECDHE,GCM",TLS1.3,4134
s1914,s1914.hex,powerpc,"HMAC,SHA256","DTLS,SSH,TLS1.2",565
s1915,s1915.hex,mips,"AES,GCM",WPA3,547
s1916,s1916.hex,arm64,"ECDSA,HMAC,SHA1","Bluetooth_CLASSIC,WPA2",318
s1917,s1917.hex,x86,"ChaCha20,GCM,HMAC,SHA1","Bluetooth_LE,IPSec",8255
s1918,s1918.hex,x86,"ECDSA,SHA256","SSH,WPA3",4139
s1919,s1919.hex,powerpc,"ChaCha20,RSA,SHA1","Bluetooth_LE,TLS1.3",8255
s1920,s1920.hex,powerpc,"AES,ChaCha20,GCM,RSA","Bluetooth_CLASSIC,WPA2",2117
s1921,s1921.hex,arm,"GCM,RSA","Bluetooth_LE,TLS1.2,WPA2",566
s1922,s1922.hex,x86_64,"ChaCha20,SHA1",TLS1.3,301
s1923,s1923.hex,arm,"ECDHE,GCM,HMAC,SHA256","Bluetooth_CLASSIC,Bluetooth_LE,TLS1.2",593
s1924,s1924.hex,mips,"AES,ChaCha20,ECDHE",TLS1.3,4144
s1925,s1925.hex,arm64,"AES,ECDHE,HMAC","DTLS,SSH",2095
s1926,s1926.hex,powerpc,"AES,SHA1","SSH,WPA3",299
s1927,s1927.hex,x86,"AES,GCM","Bluetooth_CLASSIC,TLS1.2,WPA2",571
s1928,s1928.hex,arm,"AES,SHA256","IPSec,SSH,WPA2",303
s1929,s1929.hex,mips,"ECDHE,GCM,RSA,SHA1",WPA3,4142
s1930,s1930.hex,mips,"ChaCha20,SHA256","Bluetooth_LE,SSH,TLS1.2",2110
s1931,s1931.hex,powerpc,"ECDHE,HMAC",WPA2,2089
s1932,s1932.hex,mips,"ChaCha20,ECDHE,ECDSA,SHA1",IPSec,8246
s1933,s1933.hex,mips,"ChaCha20,GCM,SHA256",WPA2,8239
s1934,s1934.hex,mips,"AES,ChaCha20",Bluetooth_CLASSIC,8245
s1935,s1935.hex,powerpc,"ECDHE,SHA256","SSH,TLS1.3",305
s1936,s1936.hex,mips,"AES,ChaCha20,HMAC",IPSec,558
s1937,s1937.hex,powerpc,"AES,ChaCha20,ECDSA,HMAC","Bluetooth_CLASSIC,WPA2,WPA3",589
s1938,s1938.hex,arm,"AES,ChaCha20,GCM,SHA256","Bluetooth_LE,IPSec,WPA3",2117
s1939,s1939.hex,powerpc,"ChaCha20,GCM,HMAC,SHA1","Bluetooth_CLASSIC,SSH,WPA2",331
s1940,s1940.hex,arm,"GCM,HMAC",WPA2,4131
s1941,s1941.hex,powerpc,"AES,ECDSA","Bluetooth_CLASSIC,TLS1.2,TLS1.3",323
s1942,s1942.hex,x86,"ChaCha20,ECDHE,HMAC,SHA1","Bluetooth_LE,TLS1.3",2114
s1943,s1943.hex,powerpc,"AES,GCM,HMAC,SHA256","Bluetooth_LE,SSH",318
s1944,s1944.hex,x86,"AES,ECDHE","IPSec,TLS1.2,WPA2",4145
s1945,s1945.hex,x86_64,"AES,ECDHE,GCM,RSA","Bluetooth_CLASSIC,IPSec",578
s1946,s1946.hex,x86_64,"ECDSA,GCM,RSA","Bluetooth_LE,TLS1.3",570
s1947,s1947.hex,arm,"AES,ChaCha20,ECDHE","Bluetooth_CLASSIC,DTLS,IPSec",2117
s1948,s1948.hex,arm,"AES,ECDHE,RSA,SHA1","Bluetooth_CLASSIC,TLS1.2",2113
s1949,s1949.hex,arm,"AES,ChaCha20,ECDHE,RSA","Bluetooth_LE,DTLS,WPA2",323
s1950,s1950.hex,x86,"ChaCha20,ECDSA,HMAC,SHA256",DTLS,565
s1951,s1951.hex,arm64,"AES,ChaCha20,RSA,SHA256","IPSec,SSH,WPA3",4158
s1952,s1952.hex,powerpc,"AES,ECDHE,HMAC,RSA","TLS1.2,TLS1.3,WPA3",319
s1953,s1953.hex,mips,"ECDSA,HMAC,RSA",WPA2,554
s1954,s1954.hex,x86_64,"ChaCha20,GCM,HMAC,SHA256","DTLS,TLS1.3,WPA2",322
s1955,s1955.hex,x86_64,"ChaCha20,ECDHE,GCM,RSA","DTLS,TLS1.3",2107
s1956,s1956.hex,powerpc,"GCM,SHA256",TLS1.2,8235
s1957,s1957.hex,powerpc,"ECDHE,GCM,HMAC",Bluetooth_CLASSIC,8250
s1958,s1958.hex,powerpc,"ECDHE,HMAC,SHA1",WPA2,302
s1959,s1959.hex,mips,"AES,ChaCha20,SHA256","SSH,TLS1.3,WPA2",314
s1960,s1960.hex,x86,"AES,ChaCha20,RSA",Bluetooth_LE,563
s1961,s1961.hex,x86_64,"AES,RSA,SHA1,SHA256",TLS1.2,2099
s1962,s1962.hex,arm,"AES,HMAC",Bluetooth_CLASSIC,560
s1963,s1963.hex,mips,"RSA,SHA1","SSH,TLS1.3,WPA3",303
s1964,s1964.hex,powerpc,"AES,ChaCha20,ECDHE,GCM","Bluetooth_LE,DTLS,WPA2",2119
s1965,s1965.hex,arm64,"AES,ECDHE,RSA,SHA1","DTLS,SSH",563
s1966,s1966.hex,x86,"AES,HMAC,RSA","DTLS,TLS1.3",4142
s1967,s1967.hex,arm64,"AES,ECDSA,GCM,SHA1","TLS1.3,WPA3",2102
s1968,s1968.hex,x86,"ChaCha20,HMAC,SHA1",DTLS,557
s1969,s1969.hex,powerpc,"ChaCha20,GCM,SHA1",IPSec,4145
s1970,s1970.hex,arm64,"HMAC,RSA,SHA1",Bluetooth_LE,562
s1971,s1971.hex,mips,"GCM,HMAC","Bluetooth_LE,WPA3",2097
s1972,s1972.hex,mips,"ChaCha20,HMAC,SHA256","Bluetooth_CLASSIC,TLS1.2,TLS1.3",4171
s1973,s1973.hex,x86,"ChaCha20,GCM,RSA,SHA1","Bluetooth_LE,DTLS,WPA3",2114
s1974,s1974.hex,x86,"AES,GCM","IPSec,TLS1.2,WPA3",8239
s1975,s1975.hex,arm64,"ECDHE,ECDSA",TLS1.3,298
s1976,s1976.hex,x86,"ECDHE,HMAC",TLS1.2,4135
s1977,s1977.hex,arm64,"AES,ECDHE","IPSec,SSH",555
s1978,s1978.hex,x86,"AES,ECDHE,ECDSA,HMAC",WPA3,303
s1979,s1979.hex,arm,"ChaCha20,HMAC,SHA1","IPSec,TLS1.3",309
s1980,s1980.hex,arm,"ChaCha20,RSA",TLS1.2,4137
s1981,s1981.hex,x86_64,"ECDHE,ECDSA","Bluetooth_CLASSIC,WPA3",4155
s1982,s1982.hex,arm64,"GCM,HMAC,SHA256",SSH,2091
s1983,s1983.hex,arm,"GCM,HMAC,RSA",IPSec,8232
s1984,s1984.hex,powerpc,"AES,HMAC,RSA,SHA256",DTLS,306
s1985,s1985.hex,arm64,"ECDSA,GCM,SHA256","IPSec,WPA3",2099
s1986,s1986.hex,x86,"AES,ChaCha20,ECDHE,SHA256","Bluetooth_LE,TLS1.2,TLS1.3",4170
s1987,s1987.hex,x86_64,"ECDSA,RSA","Bluetooth_CLASSIC,WPA3",2105
s1988,s1988.hex,mips,"ECDHE,ECDSA",TLS1.2,4137
s1989,s1989.hex,arm64,"ChaCha20,ECDHE,GCM,RSA","TLS1.2,TLS1.3",2108
s1990,s1990.hex,arm64,"ECDSA,HMAC,SHA256","DTLS,IPSec,SSH",312
s1991,s1991.hex,mips,"AES,GCM,RSA,SHA256",WPA3,4142
s1992,s1992.hex,arm64,"AES,ChaCha20,SHA1",TLS1.2,4144
s1993,s1993.hex,mips,"GCM,RSA,SHA256","IPSec,TLS1.3",306
s1994,s1994.hex,powerpc,"ECDSA,HMAC,SHA1","SSH,TLS1.3,WPA2",313
s1995,s1995.hex,arm,"ECDHE,SHA1",IPSec,294
s1996,s1996.hex,x86,"AES,ECDHE,GCM,RSA",IPSec,557
s1997,s1997.hex,x86_64,"AES,SHA1","IPSec,TLS1.3,WPA2",2099
s1998,s1998.hex,powerpc,"GCM,HMAC,RSA,SHA1","Bluetooth_CLASSIC,DTLS,WPA2",583
s1999,s1999.hex,arm,"GCM,SHA1,SHA256","TLS1.3,WPA2,WPA3",2102
s2000,s2000.hex,powerpc,"AES,HMAC","SSH,WPA2,WPA3",560
s2001,s2001.hex,arm64,"ChaCha20,ECDSA,RSA",DTLS,8239
s2002,s2002.hex,mips,"AES,SHA1,SHA256",TLS1.3,4141
s2003,s2003.hex,x86,"AES,ChaCha20,GCM,HMAC",WPA2,560
s2004,s2004.hex,mips,"AES,GCM,RSA,SHA256","DTLS,TLS1.3,WPA2",2106
s2005,s2005.hex,mips,"AES,HMAC","TLS1.2,TLS1.3",301
s2006,s2006.hex,powerpc,"AES,ChaCha20,GCM,SHA256",WPA2,2102
s2007,s2007.hex,powerpc,"ECDHE,ECDSA,HMAC,RSA","IPSec,WPA2,WPA3",318
s2008,s2008.hex,x86,"ECDSA,HMAC,SHA256","DTLS,IPSec,TLS1.3",313
s2009,s2009.hex,powerpc,"ChaCha20,ECDHE,ECDSA,RSA",SSH,8246
s2010,s2010.hex,powerpc,"AES,ChaCha20,ECDSA","WPA2,WPA3",310
s2011,s2011.hex,powerpc,"ChaCha20,ECDHE,HMAC",WPA2,562
s2012,s2012.hex,x86,"ECDHE,ECDSA,RSA,SHA256","DTLS,TLS1.2,WPA2",2109
s2013,s2013.hex,powerpc,"AES,RSA,SHA256","Bluetooth_LE,IPSec,TLS1.2",8258
s2014,s2014.hex,arm64,"ChaCha20,GCM","SSH,TLS1.2,TLS1.3",310
s2015,s2015.hex,mips,"ECDHE,ECDSA,RSA,SHA1",WPA2,2096
s2016,s2016.hex,arm,"ChaCha20,GCM,HMAC,RSA","Bluetooth_CLASSIC,WPA3",2114
s2017,s2017.hex,x86,"ChaCha20,ECDHE,RSA","TLS1.3,WPA3",8244
s2018,s2018.hex,x86,"GCM,SHA256",SSH,2084
s2019,s2019.hex,arm64,"AES,GCM,HMAC,RSA",Bluetooth_LE,8245
s2020,s2020.hex,x86_64,"AES,SHA1","DTLS,TLS1.2,TLS1.3",4148
s2021,s2021.hex,powerpc,"AES,ECDHE,ECDSA,RSA","IPSec,TLS1.3",8250
s2022,s2022.hex,mips,"ChaCha20,ECDHE",Bluetooth_CLASSIC,311
s2023,s2023.hex,x86_64,"AES,SHA256","DTLS,WPA2",2093
s2024,s2024.hex,powerpc,"HMAC,SHA256","Bluetooth_LE,IPSec,SSH",2108
s2025,s2025.hex,arm,"ECDSA,SHA256",WPA3,4135
s2026,s2026.hex,powerpc,"ChaCha20,GCM,HMAC,SHA256","DTLS,SSH,TLS1.2",322
s2027,s2027.hex,mips,"ECDSA,HMAC,SHA256","TLS1.2,WPA3",308
s2028,s2028.hex,powerpc,"AES,ChaCha20,GCM,SHA256","Bluetooth_CLASSIC,Bluetooth_LE,SSH",340
s2029,s2029.hex,arm,"AES,ECDSA,GCM","Bluetooth_LE,TLS1.3,WPA2",316
s2030,s2030.hex,arm,"AES,SHA256","IPSec,SSH,WPA2",2095
s2031,s2031.hex,arm,"ECDHE,ECDSA,RSA,SHA256","Bluetooth_LE,DTLS,TLS1.3",325
s2032,s2032.hex,powerpc,"ECDHE,HMAC,RSA,SHA1",Bluetooth_CLASSIC,319
s2033,s2033.hex,arm64,"AES,ECDSA,HMAC,SHA256","DTLS,SSH,WPA3",4155
s2034,s2034.hex,x86,"AES,ECDHE,HMAC,RSA","TLS1.2,TLS1.3",4150
s2035,s2035.hex,x86_64,"HMAC,RSA,SHA256","IPSec,TLS1.2,TLS1.3",4156
s2036,s2036.hex,arm64,"ECDSA,GCM,RSA,SHA256",WPA2,305
s2037,s2037.hex,powerpc,"ChaCha20,SHA1,SHA256","DTLS,SSH",4151
s2038,s2038.hex,powerpc,"HMAC,SHA1",SSH,4135
s2039,s2039.hex,mips,"GCM,SHA1",IPSec,8229
s2040,s2040.hex,x86,"AES,ECDSA,GCM,HMAC","Bluetooth_LE,SSH,TLS1.2",576
s2041,s2041.hex,x86_64,"ChaCha20,ECDHE,ECDSA,SHA256",TLS1.2,315
s2042,s2042.hex,arm,"ECDHE,HMAC,RSA","TLS1.3,WPA2",304
s2043,s2043.hex,mips,"AES,ECDHE","DTLS,IPSec,TLS1.2",562
s2044,s2044.hex,x86_64,"ECDHE,SHA1","DTLS,IPSec",302
s2045,s2045.hex,x86,"ChaCha20,ECDSA,GCM","IPSec,TLS1.3,WPA2",570
s2046,s2046.hex,powerpc,"AES,RSA,SHA256","SSH,TLS1.3",563
s2047,s2047.hex,x86_64,"GCM,HMAC","WPA2,WPA3",555
s2048,s2048.hex,arm64,"AES,ECDHE,SHA1","IPSec,WPA3",305
s2049,s2049.hex,arm,"ECDHE,SHA1,SHA256",TLS1.3,558
s2050,s2050.hex,arm64,"AES,ChaCha20,ECDSA,GCM","Bluetooth_LE,SSH,TLS1.3",326
s2051,s2051.hex,powerpc,"GCM,SHA1","Bluetooth_CLASSIC,TLS1.3,WPA3",320
s2052,s2052.hex,arm,"ChaCha20,ECDHE","SSH,TLS1.2,WPA3",308
s2053,s2053.hex,arm,"ChaCha20,GCM,HMAC,RSA","Bluetooth_LE,IPSec,TLS1.2",581
s2054,s2054.hex,arm,"ChaCha20,GCM","TLS1.3,WPA3",302
s2055,s2055.hex,powerpc,"AES,ChaCha20,SHA256","Bluetooth_CLASSIC,Bluetooth_LE,TLS1.3",4179
s2056,s2056.hex,powerpc,"AES,ECDHE,SHA1","DTLS,TLS1.3,WPA3",2105
s2057,s2057.hex,arm,"SHA1,SHA256",SSH,4133
s2058,s2058.hex,mips,"AES,ChaCha20,ECDSA,GCM","Bluetooth_LE,DTLS,IPSec",2117
s2059,s2059.hex,arm,"AES,ECDHE,ECDSA,HMAC","DTLS,TLS1.3",310
s2060,s2060.hex,mips,"ECDHE,HMAC","TLS1.2,WPA2",557
s2061,s2061.hex,x86_64,"AES,ChaCha20,SHA256","TLS1.2,TLS1.3,WPA2",8255
s2062,s2062.hex,arm64,"ECDHE,HMAC","DTLS,IPSec,WPA3",562
s2063,s2063.hex,x86,"GCM,SHA1",Bluetooth_CLASSIC,4144
s2064,s2064.hex,arm64,"ECDHE,ECDSA","TLS1.2,WPA3",303
s2065,s2065.hex,x86_64,"AES,SHA256","Bluetooth_LE,IPSec",566
s2066,s2066.hex,x86_64,"AES,ECDHE,ECDSA",SSH,300
s2067,s2067.hex,powerpc,"AES,ChaCha20,SHA1","Bluetooth_CLASSIC,DTLS,WPA2",8263
s2068,s2068.hex,x86_64,"ChaCha20,ECDSA",DTLS,300
s2069,s2069.hex,x86,"ECDSA,GCM,SHA256",TLS1.2,2093
s2070,s2070.hex,arm,"ECDHE,ECDSA,HMAC,RSA","Bluetooth_CLASSIC,Bluetooth_LE",4169
s2071,s2071.hex,x86,"ECDHE,ECDSA,GCM,SHA1","DTLS,SSH,WPA2",4152
s2072,s2072.hex,mips,"ChaCha20,ECDHE,HMAC,SHA1","DTLS,SSH",312
s2073,s2073.hex,x86_64,"ECDHE,ECDSA,SHA1",WPA3,4142
s2074,s2074.hex,powerpc,"RSA,SHA256","SSH,TLS1.3",8239
s2075,s2075.hex,powerpc,"ChaCha20,GCM,SHA1,SHA256",Bluetooth_CLASSIC,4164
s2076,s2076.hex,powerpc,"ChaCha20,SHA1,SHA256","Bluetooth_CLASSIC,SSH,WPA2",329
s2077,s2077.hex,mips,"ECDSA,RSA,SHA1",TLS1.2,556
s2078,s2078.hex,x86,"GCM,HMAC,RSA,SHA1","Bluetooth_LE,TLS1.3",2107
s2079,s2079.hex,x86_64,"ChaCha20,GCM,HMAC,RSA",IPSec,564
s2080,s2080.hex,mips,"ChaCha20,ECDSA,HMAC,RSA","SSH,TLS1.2",4153
s2081,s2081.hex,x86_64,"ChaCha20,ECDSA,GCM",WPA2,8240
s2082,s2082.hex,powerpc,"AES,GCM,SHA256","TLS1.2,WPA2",2100
s2083,s2083.hex,x86,"ChaCha20,SHA256","TLS1.2,TLS1.3",4147
s2084,s2084.hex,x86_64,"ECDHE,HMAC,SHA1","Bluetooth_CLASSIC,SSH,TLS1.2",2117
s2085,s2085.hex,arm64,"ChaCha20,ECDSA,RSA,SHA1","TLS1.3,WPA3",4155
s2086,s2086.hex,x86_64,"ChaCha20,ECDHE,ECDSA,HMAC",IPSec,568
s2087,s2087.hex,x86_64,"AES,ChaCha20,ECDSA,RSA",DTLS,8244
s2088,s2088.hex,x86_64,"AES,HMAC","Bluetooth_LE,TLS1.2,TLS1.3",2108
s2089,s2089.hex,arm64,"AES,ECDHE,GCM,HMAC","DTLS,WPA2",2100
s2090,s2090.hex,x86,"GCM,HMAC","IPSec,TLS1.3",4139
s2091,s2091.hex,x86_64,"AES,GCM",DTLS,549
s2092,s2092.hex,arm,"ECDSA,HMAC,SHA256","SSH,TLS1.2,TLS1.3",569
s2093,s2093.hex,arm,"ChaCha20,ECDHE,HMAC",TLS1.2,304
s2094,s2094.hex,arm,"AES,ECDHE",Bluetooth_CLASSIC,305
s2095,s2095.hex,x86,"ECDHE,ECDSA,HMAC",DTLS,4139
s2096,s2096.hex,x86,"HMAC,SHA1,SHA256","Bluetooth_CLASSIC,WPA3",8253
s2097,s2097.hex,mips,"ECDSA,GCM","Bluetooth_CLASSIC,Bluetooth_LE,SSH",4163
s2098,s2098.hex,x86,"AES,ChaCha20,HMAC,SHA1","Bluetooth_LE,IPSec,TLS1.2",326
s2099,s2099.hex,arm,"GCM,RSA,SHA1","DTLS,WPA2",556
s2100,s2100.hex,x86,"AES,ECDHE,GCM,SHA256","Bluetooth_LE,IPSec,TLS1.2",2116
s2101,s2101.hex,x86_64,"ECDHE,SHA256","TLS1.2,WPA2,WPA3",4150
s2102,s2102.hex,arm,"AES,ECDSA,SHA256","Bluetooth_CLASSIC,IPSec,SSH",4162
s2103,s2103.hex,arm,"AES,ECDSA,RSA",WPA2,2088
s2104,s2104.hex,powerpc,"AES,ECDHE,ECDSA,GCM","DTLS,SSH,TLS1.2",2109
s2105,s2105.hex,arm,"ChaCha20,ECDHE,ECDSA,GCM",IPSec,308
s2106,s2106.hex,arm64,"ECDHE,ECDSA,SHA1","Bluetooth_LE,DTLS,TLS1.3",577
s2107,s2107.hex,powerpc,"AES,ChaCha20,GCM","DTLS,TLS1.3,WPA3",315
s2108,s2108.hex,x86,"ECDHE,ECDSA,GCM,SHA1","IPSec,SSH",564
s2109,s2109.hex,arm,"AES,ChaCha20,ECDHE,SHA1","TLS1.3,WPA2,WPA3",4158
s2110,s2110.hex,x86_64,"ECDSA,GCM,RSA","TLS1.3,WPA3",8242
s2111,s2111.hex,mips,"AES,GCM,HMAC,SHA1","Bluetooth_LE,SSH,TLS1.2",8256
s2112,s2112.hex,powerpc,"ECDHE,ECDSA","Bluetooth_CLASSIC,TLS1.2,WPA2",2115
s2113,s2113.hex,mips,"AES,ChaCha20,SHA256",SSH,302
s2114,s2114.hex,arm64,"AES,HMAC",WPA2,549
s2115,s2115.hex,powerpc,"ChaCha20,GCM","TLS1.3,WPA2",306
s2116,s2116.hex,mips,"AES,ECDSA,HMAC",TLS1.3,300
s2117,s2117.hex,x86,"ECDHE,ECDSA,HMAC,SHA1","IPSec,TLS1.2,TLS1.3",319
s2118,s2118.hex,x86_64,"ChaCha20,ECDHE,GCM","SSH,TLS1.2",566
s2119,s2119.hex,mips,"ChaCha20,SHA256",WPA3,8235
s2120,s2120.hex,x86,"ChaCha20,RSA","TLS1.2,TLS1.3",304
s2121,s2121.hex,x86,"SHA1,SHA256","SSH,TLS1.2,WPA3",305
s2122,s2122.hex,x86,"AES,ChaCha20,ECDSA",DTLS,301
s2123,s2123.hex,x86,"AES,ECDHE,ECDSA,SHA1","SSH,TLS1.3",309
s2124,s2124.hex,x86,"AES,ECDHE,HMAC,SHA256","SSH,TLS1.2,TLS1.3",317
s2125,s2125.hex,mips,"AES,ECDSA,HMAC,SHA1","Bluetooth_CLASSIC,Bluetooth_LE,WPA2",334
s2126,s2126.hex,mips,"ChaCha20,ECDSA,GCM,RSA",IPSec,8243
s2127,s2127.hex,arm,"ChaCha20,ECDHE,SHA1,SHA256",WPA3,565
s2128,s2128.hex,x86_64,"ECDHE,HMAC","Bluetooth_LE,TLS1.2,TLS1.3",2110
s2129,s2129.hex,mips,"AES,ECDHE,ECDSA,SHA1","Bluetooth_CLASSIC,TLS1.2,WPA2",329
s2130,s2130.hex,arm64,"AES,SHA256",WPA2,551
s2131,s2131.hex,x86_64,"ECDSA,HMAC,RSA,SHA1","Bluetooth_CLASSIC,WPA3",323
s2132,s2132.hex,x86_64,"ChaCha20,RSA,SHA1,SHA256","Bluetooth_CLASSIC,SSH",8263
s2133,s2133.hex,arm,"ECDSA,GCM,SHA1",IPSec,2090
s2134,s2134.hex,x86,"ChaCha20,SHA1",TLS1.3,2090
s2135,s2135.hex,arm64,"AES,ECDSA,HMAC,SHA256","IPSec,SSH,WPA2",4156
s2136,s2136.hex,x86_64,"GCM,HMAC","DTLS,IPSec",4140
s2137,s2137.hex,powerpc,"ChaCha20,ECDSA,HMAC,SHA1",DTLS,2103
s2138,s2138.hex,x86,"ChaCha20,RSA,SHA256","IPSec,TLS1.3",310
s2139,s2139.hex,x86,"ECDHE,SHA256","Bluetooth_LE,SSH",4147
s2140,s2140.hex,arm,"HMAC,RSA",WPA3,547
s2141,s2141.hex,x86_64,"GCM,HMAC,SHA256","IPSec,TLS1.3",309
s2142,s2142.hex,powerpc,"ChaCha20,HMAC",Bluetooth_CLASSIC,4153
s2143,s2143.hex,arm,"ChaCha20,RSA,SHA1","DTLS,WPA3",2097
s2144,s2144.hex,x86_64,"ECDHE,GCM,SHA256",Bluetooth_CLASSIC,571
s2145,s2145.hex,powerpc,"ECDHE,SHA1,SHA256","IPSec,WPA2",310
s2146,s2146.hex,mips,"ECDSA,SHA1","TLS1.3,WPA3",557
s2147,s2147.hex,arm,"GCM,HMAC",DTLS,547
s2148,s2148.hex,arm,"SHA1,SHA256","Bluetooth_CLASSIC,Bluetooth_LE,SSH",580
s2149,s2149.hex,arm64,"ECDSA,RSA,SHA1",WPA3,299
s2150,s2150.hex,arm64,"ECDHE,SHA256","DTLS,IPSec,WPA3",2100
s2151,s2151.hex,x86_64,"ChaCha20,ECDSA,RSA,SHA1",DTLS,565
